dataset,model,split,test_accuracy,test_precision,test_recall,test_f1,test_f2,test_roc_auc,test_pr_auc,val_f1,val_f2,val_roc_auc,val_pr_auc,train_f1,cv_val_f1_mean,cv_val_f1_std,cv_val_roc_mean,cv_val_pr_mean,cv_gap,train_test_gap
CICIoT2023,GradientBoosting,70/15/15,0.996528,0.998521,0.997923,0.998222,0.998042,0.999568,0.99999,0.998194,0.997999,0.999567,0.99999,0.997696,0.997687,3.5e-05,0.999446,0.999983,2.1e-05,-0.000526
