dataset,model,split,test_accuracy,test_precision,test_recall,test_f1,test_f2,test_roc_auc,test_pr_auc,val_f1,val_f2,val_roc_auc,val_pr_auc,train_f1,cv_val_f1_mean,cv_val_f1_std,cv_val_roc_mean,cv_val_pr_mean,cv_gap,train_test_gap
CICIoT2023,LOF,70/15/15,0.946544,0.975738,0.969359,0.972538,0.970628,0.539344,0.982544,0.972572,0.970574,0.539309,0.982616,0.974359,,,,,,
