item,value
model,BaggingClassifier
dataset,UNSW-NB15
xai_samples_shap,100
shap_top_feature_1,sttl
lime_rules_collected,24
best_rule,sttl > 0.7219
best_rule_precision_attack,1.0
best_rule_coverage,0.000103
shap_time_sec,677.018
sparsity_top10_mass_mean,0.843301
fidelity_mae_top10_mask,0.164895
stability_cosine_mean,0.781576
faithfulness_prob_drop_top10,0.014272
