dataset,model,split,test_accuracy,test_precision,test_recall,test_f1,test_f2,test_roc_auc,test_pr_auc,val_f1,val_f2,val_roc_auc,val_pr_auc,train_f1,cv_val_f1_mean,cv_val_f1_std,cv_val_roc_mean,cv_val_pr_mean,cv_gap,train_test_gap
UNSW-NB15,GradientBoosting,70/15/15,0.935422,0.948314,0.950771,0.949541,0.950279,0.987291,0.992836,0.946665,0.948204,0.986591,0.992568,0.948491,0.948019,0.000596,0.986484,0.99246,0.000563,-0.00105
