iter	Passed	Remaining
313	133601	291880
314	134074	291558
315	134347	290802
316	134727	290280
317	135101	289745
318	135466	289193
319	135899	288786
320	136291	288292
321	136795	288034
322	137326	287832
323	137715	287332
324	138138	286903
325	138741	286846
326	139158	286401
327	139590	285989
328	139945	285420
329	140346	284946
330	140686	284349
331	141106	283913
332	141485	283394
333	141930	283011
334	142392	282658
335	142840	282280
336	143261	281847
337	143721	281489
338	144103	280980
339	144463	280429
340	144880	279988
341	145295	279545
342	145684	279052
343	146128	278663
344	146487	278114
345	146911	277688
346	147363	277315
347	147743	276806
348	148164	276375
349	148632	276031
350	148995	275492
351	149249	274754
352	149654	274295
353	150071	273860
354	150393	273250
355	150781	272762
356	151111	272170
357	151508	271700
358	152031	271455
359	152388	270913
360	152719	270325
361	153125	269873
362	153423	269230
363	153821	268764
364	154173	268219
365	154514	267655
366	154824	267041
367	155201	266541
368	155571	266030
369	155837	265345
370	156214	264849
371	156595	264359
372	157031	263963
373	157432	263509
374	157785	262975
375	158235	262604
376	158621	262125
377	159022	261672
378	159306	261026
379	159705	260571
380	160144	260182
381	160557	259750
382	160933	259257
383	161393	258902
384	161862	258559
385	162336	258223
386	162787	257851
387	163225	257459
388	163708	257135
389	164109	256684
390	164458	256151
391	164867	255712
392	165225	255195
393	166546	256159
394	167598	256701
395	168086	256373
396	168521	255965
397	168840	255381
398	169215	254883
399	169689	254533
400	170075	254052
401	170409	253494
402	170834	253071
403	171195	252556
404	171645	252170
405	172126	251830
406	172595	251471
407	173017	251045
408	173349	250487
409	173762	250048
410	174195	249637
411	174563	249133
412	174904	248592
413	175327	248168
414	175704	247680
415	176950	248411
416	179068	250351
417	179557	250006
418	180098	249731
419	180502	249265
420	180864	248742
421	181269	248279
422	181576	247682
423	181938	247161
424	182253	246578
425	182694	246165
426	183097	245702
427	183359	245050
428	183774	244604
429	184164	244125
430	184524	243606
431	184854	243049
432	185254	242584
433	185702	242184
434	186488	242221
435	186865	241725
436	187240	241227
437	187566	240667
438	188782	241245
439	189827	241599
440	190226	241126
441	190721	240774
442	191346	240586
443	191984	240412
444	192516	240105
445	193122	239887
446	193678	239606
447	194156	239228
448	194480	238660
449	194807	238097
450	195058	237444
451	195346	236836
452	195615	236207
453	195887	235582
454	196222	235035
455	196559	234492
456	196845	233888
457	197133	233288
458	197507	232792
459	197691	232073
460	198067	231580
461	198467	231115
462	198755	230522
463	199122	230020
464	199405	229423
465	199741	228888
466	200058	228332
467	200275	227664
468	200640	227164
469	200854	226495
470	201193	225968
471	201441	225341
472	201703	224730
473	202044	224209
474	202243	223532
475	202537	222961
476	202902	222469
477	203219	221926
478	203590	221441
479	203803	220786
480	204161	220290
481	204426	219694
482	204785	219201
483	205135	218697
484	205366	218069
485	205689	217540
486	205903	216896
487	206195	216336
488	206581	215875
489	206825	215267
490	207174	214769
491	207404	214149
492	207873	213776
493	208272	213331
494	208638	212853
495	209008	212379
496	209293	211820
497	209690	211374
498	210038	210880
499	210304	210304
500	210655	209814
501	211002	209320
502	211304	208783
503	211625	208266
504	211940	207743
505	212267	207233
506	212578	206708
507	212883	206178
508	213228	205688
509	213594	205217
510	213808	204603
511	214165	204126
512	214426	203558
513	214781	203081
514	215069	202541
515	215281	201930
516	215642	201461
517	215850	200849
518	216201	200371
519	216413	199766
520	216738	199266
521	217058	198762
522	217277	198166
523	217649	197712
524	217952	197195
525	218357	196771
526	218703	196293
527	219070	195835
528	219271	195230
529	219645	194780
530	219977	194292
531	220328	193822
532	220702	193373
533	221005	192862
534	221306	192350
535	221668	191892
536	221936	191353
537	222239	190845
538	222588	190376
539	222954	189924
540	223248	189410
541	223677	189011
542	224083	188593
543	224337	188047
544	224709	187601
545	224982	187073
546	225707	186920
547	226681	186970
548	227242	186677
549	227626	186239
550	227949	185752
551	228269	185261
552	228634	184809
553	228950	184317
554	229281	183838
555	229643	183384
556	229838	182798
557	230206	182350
558	230572	181900
559	230801	181344
560	231165	180894
561	231503	180424
562	231806	179928
563	232180	179486
564	232440	178958
565	232906	178588
566	233318	178177
567	233699	177742
568	234062	177295
569	234302	176754
570	234647	176293
571	234987	175829
572	235374	175401
573	235737	174954
574	235969	174412
575	236324	173961
576	236663	173498
577	236965	173009
578	237359	172587
579	237691	172121
580	238123	171727
581	238439	171250
582	238777	170789
583	239166	170365
584	239405	169834
585	239751	169380
586	240183	168987
587	240606	168588
588	240862	168072
589	241232	167636
590	241556	167168
591	241780	166632
592	242142	166192
593	242445	165711
594	242776	165251
595	243163	164828
596	243476	164356
597	243796	163889
598	244125	163429
599	244326	162884
600	244678	162440
601	244934	161933
602	245263	161475
603	245562	160998
604	245899	160545
605	246167	160049
606	246428	159549
607	246729	159075
608	246985	158573
609	247255	158081
610	247638	157661
611	248001	157229
612	248322	156771
613	248668	156329
614	248977	155863
615	249277	155393
616	249632	154958
617	249849	154437
618	250193	153996
619	250573	153577
620	250831	153083
621	251174	152643
622	251548	152221
623	251891	151780
624	252270	151362
625	252850	151063
626	253239	150651
627	253534	150182
628	253832	149717
629	254181	149281
630	254472	148811
631	254835	148385
632	255096	147899
633	255425	147454
634	255723	146990
635	256086	146565
636	256421	146124
637	256743	145676
638	257050	145219
639	257423	144800
640	257710	144333
641	258022	143881
642	258270	143394
643	258615	142961
644	258918	142505
645	259186	142030
646	259469	141565
647	259733	141089
648	260088	140664
649	260355	140191
650	260666	139742
651	261040	139328
652	261267	138835
653	261639	138421
654	261920	137957
655	262244	137518
656	262690	137142
657	263076	136735
658	263357	136274
659	263909	135953
660	264291	135544
661	264554	135074
662	264845	134620
663	265192	134193
664	265499	133747
665	265801	133299
666	266161	132881
667	266359	132382
668	266714	131962
669	267051	131532
670	267295	131058
671	267569	130599
672	267875	130156
673	268223	129734
674	268567	129310
675	268877	128870
676	269138	128407
677	269412	127950
678	269695	127499
679	269938	127029
680	270261	126598
681	270591	126170
682	270861	125714
683	271128	125258
684	271430	124818
685	271704	124366
686	272087	123964
687	272319	123493
688	272663	123074
689	272947	122628
690	273258	122195
691	273572	121763
692	273767	121279
693	274129	120869
694	274391	120416
695	274650	119962
696	274947	119525
697	275262	119096
698	275479	118625
699	275853	118222
700	276133	117780
701	276369	117319
702	276738	116915
703	276952	116446
704	277207	115994
705	277505	115561
706	277875	115159
707	278189	114733
708	278506	114309
709	278831	113889
710	279151	113466
711	279446	113034
712	279729	112598
713	280035	112171
714	280338	111743
715	280638	111314
716	280939	110887
717	281345	110500
718	281596	110053
719	281895	109626
720	282186	109195
721	282537	108788
722	282900	108386
723	283296	107996
724	283711	107614
725	284008	107187
726	284275	106750
727	284589	106330
728	284909	105913
729	285212	105489
730	285586	105092
731	285933	104686
732	286256	104270
733	286696	103898
734	287115	103517
735	287428	103099
736	287704	102668
737	288101	102279
738	288319	101828
739	288671	101425
740	288941	100993
741	289807	100768
742	290442	100462
743	290813	100064
744	291140	99652
745	291444	99231
746	291763	98816
747	292038	98387
748	292329	97963
749	292648	97549
750	293068	97169
751	293384	96754
752	293733	96350
753	294111	95956
754	294394	95531
755	294740	95127
756	295005	94697
757	295336	94289
758	295712	93895
759	296067	93494
760	296276	93048
761	296658	92657
762	296865	92211
763	297255	91822
764	297607	91421
765	297885	90998
766	298248	90602
767	298580	90196
768	298868	89777
769	299160	89359
770	299475	88949
771	299709	88515
772	300023	88105
773	300331	87693
774	300604	87272
775	300907	86859
776	301180	86439
777	301439	86014
778	301728	85599
779	302069	85199
780	302273	84760
781	302649	84370
782	302911	83948
783	303302	83562
784	303541	83135
785	303761	82703
786	304134	82313
787	304364	81884
788	304619	81463
789	304933	81058
790	305216	80645
791	305473	80225
792	305797	79823
793	306188	79439
794	306429	79016
795	306797	78626
796	307127	78226
797	307306	77789
798	307672	77399
799	308119	77029
800	308452	76631
801	308779	76232
802	309170	75848
803	309471	75443
804	309739	75029
805	310115	74643
806	310482	74254
807	310858	73867
808	311195	73471
809	311595	73090
810	311888	72684
811	312257	72296
812	312620	71906
813	312956	71510
814	313325	71122
815	313659	70727
816	314065	70347
817	314285	69926
818	314657	69539
819	314945	69134
820	315322	68748
821	315666	68356
822	315972	67955
823	316370	67574
824	316687	67176
825	316975	66772
826	317358	66388
827	317658	65987
828	317968	65588
829	318304	65194
830	318708	64815
831	319042	64422
832	319296	64012
833	319608	63615
834	319870	63207
835	320201	62814
836	320591	62433
837	320812	62018
838	321181	61633
839	321515	61241
840	321779	60835
841	322114	60444
842	322319	60028
843	322690	59644
844	323060	59259
845	323375	58865
846	323750	58481
847	324122	58097
848	324335	57685
849	324691	57298
850	325037	56910
851	325402	56525
852	325773	56141
853	326109	55751
854	326393	55353
855	326765	54969
856	327123	54584
857	327375	54181
858	327744	53797
859	328123	53415
860	328459	53026
861	328750	52630
862	329122	52247
863	329437	51855
864	329771	51467
865	330115	51080
866	330348	50676
867	330692	50289
868	330943	49889
869	331287	49502
870	331608	49113
871	331908	48720
872	332253	48334
873	332607	47950
874	332831	47547
875	333156	47159
876	333475	46770
877	333756	46376
878	334116	45993
879	334388	45598
880	334703	45209
881	335033	44823
882	335268	44424
883	335587	44036
884	335917	43650
885	336265	43266
886	336508	42869
887	336897	42491
888	337201	42102
889	337499	41713
890	337838	41329
891	338222	40950
892	338604	40571
893	338910	40184
894	339290	39805
895	339625	39420
896	339879	39027
897	340209	38642
898	340624	38268
899	340870	37874
900	341218	37492
901	341585	37112
902	341838	36720
903	342204	36340
904	342550	35958
905	342863	35573
906	343167	35186
907	343516	34805
908	344036	34441
909	344396	34061
910	344693	33674
911	345150	33303
912	346374	33006
913	347627	32708
914	348340	32359
915	348906	31995
916	349435	31628
917	349829	31248
918	350203	30866
919	350493	30477
920	350784	30089
921	351139	29705
922	351459	29320
923	351752	28932
924	352068	28546
925	352387	28160
926	352655	27771
927	352968	27385
928	353338	27004
929	353755	26626
930	354183	26249
931	354546	25868
932	354878	25484
933	355221	25101
934	355608	24721
935	355833	24330
936	356193	23948
937	356467	23561
938	356794	23178
939	357183	22798
940	357429	22410
941	357762	22027
942	358156	21648
943	358532	21268
944	358825	20884
945	359245	20506
946	359594	20125
947	359790	19735
948	360139	19354
949	360419	18969
950	360794	18589
951	360997	18201
952	361371	17822
953	361698	17440
954	361948	17055
955	362307	16675
956	362608	16292
957	362922	15911
958	363241	15529
959	363704	15154
960	364013	14772
961	364325	14391
962	364654	14010
963	364931	13628
964	365199	13245
965	365531	12865
966	365833	12484
967	366197	12105
968	366468	11723
969	366839	11345
970	367131	10964
971	367479	10585
972	367937	10209
973	368329	9832
974	368748	9455
975	369102	9076
976	369391	8696
977	369753	8317
978	370071	7938
979	370435	7559
980	370812	7181
981	371157	6803
982	371467	6424
983	371814	6045
984	372199	5668
985	372536	5289
986	372935	4912
987	373570	4537
988	374133	4161
989	375171	3789
990	375685	3411
991	376300	3034
992	376681	2655
993	376939	2275
994	377294	1895
995	377711	1516
996	378088	1137
997	378634	758
998	379021	379
999	379351	0
