dataset,model,test_accuracy,test_precision,test_recall,test_f1,test_f2,test_roc_auc,test_pr_auc,val_f1,val_f2,val_roc_auc,val_pr_auc,train_f1,cv_val_f1_mean,cv_val_f1_std,cv_val_roc_mean,cv_val_pr_mean,cv_gap,train_test_gap,split
TON_IoT,GradientBoosting,0.995862,0.997598,0.996978,0.997288,0.997102,0.99952,0.999844,0.997372,0.99731,0.999591,0.999841,0.996988,0.99686,0.000287,0.999388,0.999718,0.000145,-0.0003,70/15/15
