item,value
model,GradientBoosting
dataset,TON_IoT
xai_samples_shap,1000
shap_top_feature_1,cat__service_dns
lime_rules_collected,24
best_rule,num__src_pkts > -0.0682
best_rule_precision_attack,0.776003
best_rule_coverage,0.259058
shap_time_sec,2.068
sparsity_top10_mass_mean,0.948487
fidelity_mae_top10_mask,0.705186
stability_cosine_mean,0.978346
faithfulness_prob_drop_top10,0.656539
