item,value
model,DecisionTree
dataset,TON_IoT
xai_samples_shap,1000
shap_top_feature_1,feature_21
lime_rules_collected,24
best_rule,feature_52 > 0.0000
best_rule_precision_attack,0.996767
best_rule_coverage,0.029314
shap_time_sec,0.287
sparsity_top10_mass_mean,0.945673
fidelity_mae_top10_mask,0.725
stability_cosine_mean,0.907317
faithfulness_prob_drop_top10,0.704
