item,value
model,LightGBM
dataset,TON_IoT
xai_samples_shap,1000
shap_top_feature_1,Column_1
lime_rules_collected,24
best_rule,Column_29 > 0.0000
best_rule_precision_attack,1.0
best_rule_coverage,0.21635
shap_time_sec,16.239
sparsity_top10_mass_mean,0.869677
fidelity_mae_top10_mask,0.524511
stability_cosine_mean,0.93467
faithfulness_prob_drop_top10,0.669927
