item,value
model,ExtraTrees
dataset,RT-IoT2022
xai_samples_shap,1000
shap_top_feature_1,service_-
lime_rules_collected,24
best_rule,bwd_pkts_per_sec > 0.4621
best_rule_precision_attack,1.0
best_rule_coverage,0.21567
shap_time_sec,26.122
sparsity_top10_mass_mean,0.491845
fidelity_mae_top10_mask,0.388577
stability_cosine_mean,0.955868
faithfulness_prob_drop_top10,0.21895
