dataset,model,split,test_accuracy,test_precision,test_recall,test_f1,test_f2,test_roc_auc,test_pr_auc,val_f1,val_f2,val_roc_auc,val_pr_auc,train_f1,cv_val_f1_mean,cv_val_f1_std,cv_val_roc_mean,cv_val_pr_mean,cv_gap,train_test_gap
RT-IoT2022,AdaBoost,70/15/15,0.995018,0.997228,0.997228,0.997228,0.997228,0.999747,0.999971,0.996986,0.996914,0.999439,0.999935,0.997173,0.997289,0.000352,0.999728,0.999968,3.4e-05,-5.5e-05
